,date,news
33413,2017-12-15,Thank God I was cleared in this fake case: Imran Khan
33414,2017-12-15,PTI's Chaudhry blames NAB for SC decision to not reopen Hudaibiya reference
33415,2017-12-15,"Car, jeep racing banned in Karachi, Thatta"
33416,2017-12-15,"Imran Khan not out, Jahangir Tareen disqualified for being 'dishonest': Supreme Court"
33417,2017-12-15,Pakistan's Saawan doesn't make the cut for Oscars 2018
33418,2017-12-15,Jahangir Tareen — one of Pakistan's wealthiest lawmakers
33419,2017-12-15,SC rejects NAB appeal to reopen Hudaibiya reference
33420,2017-12-15,What we wish our favourite celebs had worn to the Masala Awards instead
33421,2017-12-15,Pakistan's religious right is far from united
33422,2017-12-15,Pakistan could lose territory to terrorists: US
33423,2017-12-15,Editorial: Ayaz Sadiq and PM Abbasi are loyal PML-N stalwarts — why are they giving opposite statements?
33424,2017-12-15,Pakistan's biggest social media wins and fails in 2017
33425,2017-12-15,"SC to decide political fate of Imran, Tareen today"
33426,2017-12-15,"Imran, Kamal speak on phone, decide to meet soon"
33427,2017-12-15,Situationer: Time ripe for MMA reunion?
33428,2017-12-15,"NAB orders probe in Multan Metro Bus Project, PIA plane sale"
33429,2017-12-15,Senators demand probe to solve Faizabad sit-in mystery
33430,2017-12-15,PML-N struggles to explain NA speaker’s fears
33431,2017-12-15,Qadri adds two more demands to Model Town list
33432,2017-12-15,"PTI's Liaquat Jatoi urges judiciary to get Sindh govt, assembly dissolved"
33433,2017-12-15,Poor implementation of law is the reason why child marriages still take place in Pakistan
33434,2017-12-15,Police ordered to register kidnap case against NAB officers
33435,2017-12-15,"Japan Fest 2017 features food, art from the Land of the Rising Sun"
33436,2017-12-15,‘Pakistan unprepared for Fourth Industrial Revolution’
33437,2017-12-15,"Govt says no IMF bailout needed, mulls another bond launch"
33438,2017-12-15,Achakzai gives his own formula for Fata reforms
33439,2017-12-15,Details of Jadhav’s meeting with family to be worked out: FO
33440,2017-12-15,What will we do when the smog returns?
33441,2017-12-15,Govt orders 21 international NGOs to wrap up operations in Pakistan
33442,2017-12-15,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
33443,2017-12-15,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
33444,2017-12-15,Pakistan cricket squad returns home
33445,2017-12-21,Man who threw his 3 children into river near Nowshera arrested
33446,2017-12-21,Ailing leopard cub dies in Muzaffarabad hours after being rescued
33447,2017-12-21,PAT calls All Parties Conference to devise joint strategy against government
33448,2017-12-21,Nuclearisation of Indian Ocean undermining South Asia's strategic stability: NCA
33449,2017-12-21,"Teenage Hindu girl abducted, forcibly converted in Thar, claims family"
33450,2017-12-21,Milli Muslim League approaches ECP for suspension of political parties' registration
33451,2017-12-21,Shahbaz to be PML-N's next candidate for prime minister: Nawaz Sharif
33452,2017-12-21,"Only four missing children in Sindh recovered, police inform SHC"
33453,2017-12-21,Pakistani cricketers not stranded in Uganda: Saeed Ajmal
33454,2017-12-21,Mahira Khan gets some birthday love from across the border
33455,2017-12-21,FO warns against 'malicious campaign' trivialising Pakistan's counter-terrorism efforts
33456,2017-12-21,"Coders, techies explore possibilities of Python at Pakistan's first PyCon"
33457,2017-12-21,CJP orders relocation of Multan sessions courts to old building
33458,2017-12-21,Opposition stages walkout in NA again over absence of Fata reforms bill from agenda
33459,2017-12-21,Lahore High Court orders govt to appoint new PTA chairman as per rules
33460,2017-12-21,The rising prospects of Pakistan’s automobile industry
33461,2017-12-21,Is Malala appearing on David Letterman's new show?
33462,2017-12-21,11 killed as bus collides with trailer near Multan
33463,2017-12-21,"7 killed in firing, landmine explosion in Dera Bugti"
33464,2017-12-21,Why do questions over CPEC prompt a knee-jerk reaction from the government?
33465,2017-12-21,Tribute paid to feminist writer Fahmida Riaz
33466,2017-12-21,Editorial: Army chief's visit to parliament sets a welcome precedent
33467,2017-12-21,Tribal people’s consent must for KP-Fata merger: Afghan envoy
33468,2017-12-21,PPP asks SC to initiate contempt proceedings against Sharif
33469,2017-12-21,SC upholds ECP ruling on former PTI office-bearer
33470,2017-12-21,‘Nisar allowed safe passage to Musharraf’
33471,2017-12-21,‘Most harassment complaints are about Facebook’
33472,2017-12-21,Pregnant woman and her child dies in Sukkur during doctors’ strike
33473,2017-12-21,"Confrontation not to benefit democracy, says Qaim"
33474,2017-12-21,SHC directs Sindh govt to consider IGP’s proposals for transfers
33475,2017-12-21,Child’s murderer jailed for life
33476,2017-12-21,Historian discusses Turkey’s ties with subcontinent’s Muslims
33477,2017-12-21,India has drastically cut visas for Pakistanis
33478,2017-12-21,Chinese engineer goes missing in Kahuta
33479,2017-12-21,No headway in govt-jirga talks on Fata reforms
33480,2017-12-21,DawnNews reporter approaches police after getting threats
33481,2017-12-21,Media is changing from facts to opinions: Javed Jabbar
33482,2017-12-21,"Some politicians, ex-army men, journalists hatching conspiracy against govt: Ahsan"
33483,2017-12-21,Security forces had neither arms nor authority during Faizabad operation: Talal
33484,2017-12-21,ECP to complete delimitation process by May 20
33485,2017-12-21,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
33486,2017-12-21,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
33487,2017-12-21,Pakistan cricket squad returns home
33488,2017-12-23,India provides details of Jadhav's family members' visit after Pakistan's 'deadline'
33489,2017-12-23,"Minor Karachi girl abducted, raped: police"
33490,2017-12-23,"Yamin, Nawaz in; Imad, Junaid out of ODI squad for New Zealand series"
33491,2017-12-23,12-year-old's marriage to 55-year-old man prevented in Sukkur
33492,2017-12-23,"Pistols, bullets recovered from Malaysian national at Karachi airport"
33493,2017-12-23,Majeed Achakzai acquitted in vehicle tampering case by local court in Quetta
33494,2017-12-23,Have no interest in becoming a leader but will continue to defend fundamental rights: CJP
33495,2017-12-23,The Baj(w)a behind Patari
33496,2017-12-23,"Shahrukh Jatoi, two accused released on bail in Shahzeb Khan murder case"
33497,2017-12-23,"Cyber armies, misplaced judicial activism threaten internet landscape in Pakistan"
33498,2017-12-23,Top Pakistan diplomat confident Washington and Islamabad can work out differences
33499,2017-12-23,American DJ Diplo will return to Pakistan in February 2018
33500,2017-12-23,The increasing number of political players might benefit democracy but it doesn't guarantee continuity
33501,2017-12-23,"Pakistan's deep state is like an unbridled horse, without the reins of constitutional oversight"
33502,2017-12-23,PHC declares abandoning of ADP uplift scheme illegal
33503,2017-12-23,ANP warns govt over failure to  merge Fata with KP
33504,2017-12-23,No progress in search for missing Chinese engineer
33505,2017-12-23,Interior ministry opposes MML’s registration as a political party
33506,2017-12-23,Army chief addressed uncertainty but some quarters fomenting it: Khursheed
33507,2017-12-23,Two doctors indicted in unintentional murder case in Karachi
33508,2017-12-23,Apex court maintains SHC order upholding NTS test results
33509,2017-12-23,"Bahrain king, five others allowed to hunt houbara bustard"
33510,2017-12-23,Will travel to every town to restore sanctity of vote: Nawaz Sharif
33511,2017-12-23,ECP says delimitation of constituencies to begin on Jan 15
33512,2017-12-23,"No evidence found against bloggers accused of blasphemy, FIA tells court"
33513,2017-12-23,Sindh imposes ban on swimming at Karachi beaches ahead of New Year's eve
33514,2017-12-23,US threats against Pakistan can 'negatively affect' existing cooperation: DG ISPR
33515,2017-12-23,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
33516,2017-12-23,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
33517,2017-12-23,Pakistan cricket squad returns home
33518,2017-12-24,Lashkari Raisani switches loyalty from PML-N to BNP
33519,2017-12-24,Husband confesses to killing first wife after fight over second marriage: police
33520,2017-12-24,How did Pakistani actors' Bollywood debuts fare this year? Indian trade analysts assess
33521,2017-12-24,"Pak Suzuki introduces Cultus with auto gear shift, launches new fleet"
33522,2017-12-24,3 FC personnel martyred in IED explosion in North Waziristan
33523,2017-12-24,Why false allegations of blasphemy must attract punitive measures
33524,2017-12-24,Pulling back: The final act of 2017
33525,2017-12-24,In memoriam: Benazir ─ in her own words
33526,2017-12-24,This research group hopes to change the way women are presented in the media
33527,2017-12-24,"'Pakistan not in habit of taking notices from anyone, let alone US': Rabbani slams Pence's remarks"
33528,2017-12-24,Who killed Benazir Bhutto?
33529,2017-12-24,10 family members killed in accident on Indus Highway near Sann
33530,2017-12-24,Have Pakistan and India forgotten the lessons from past crises with a nuclear dimension?
33531,2017-12-24,Editorial: MML's attempts to register as a political party have been rightly rebuffed
33532,2017-12-24,Smokers' corner: Maududi vs Jinnah
33533,2017-12-24,The winds of nuclear war
33534,2017-12-24,Families of APS victims seek to unmask ‘real killers’
33535,2017-12-24,Sattar assails govt for displacing ‘common people’
33536,2017-12-24,Pakistan launches factsheet on counterterrorism
33537,2017-12-24,US told to learn from Pakistan in war on terror
33538,2017-12-24,Sharif reluctant to publicly name Shahbaz as party’s PM candidate
33539,2017-12-24,Zia endorses probe report that caused Sharif’s ouster
33540,2017-12-24,PTI to launch movement for Fata-KP merger
33541,2017-12-24,"Pakistan, Iran agree on joint aerial border monitoring"
33542,2017-12-24,"PTI will rid the country of corrupt elements, Qureshi tells public gathering in Thar"
33543,2017-12-24,The controversy over a flawed medical entry exam in Sindh
33544,2017-12-24,"Terrorist safe havens exist in ungoverned areas of Afghanistan, not Pakistan: Maleeha Lodhi"
33545,2017-12-24,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
33546,2017-12-24,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
33547,2017-12-24,Pakistan cricket squad returns home
33548,2017-12-25,"Dr Adib Rizvi recovering from chest infection, expected to be discharged in few days"
33549,2017-12-25,3 Pakistani soldiers martyred in 'unprovoked' cross-LoC firing by Indian army: ISPR
33550,2017-12-25,"Scores detained as police baton-charge, tear-gas protesting teachers in Karachi"
33551,2017-12-25,Conquering terror with festivity: Christians celebrate Christmas across Pakistan
33552,2017-12-25,"Pakistani citizens, including children, on death row in Saudi Arabia and Iran"
33553,2017-12-25,"'This is not the final visit,' says FO after Jadhav's meeting with family"
33554,2017-12-25,The plot to kill Musharraf
33555,2017-12-25,How stars in Pakistan and India are celebrating Christmas today
33556,2017-12-25,Bacha Khan University bars male and female students from 'sitting idle' together
33557,2017-12-25,"COAS visits hometown, announces stadium"
33558,2017-12-25,The streak of investigative journalism is no longer there in Pakistan: Ayesha Jalal
33559,2017-12-25,"On Jinnah's birthday, president, PM and army chief urge nation to unite for progress"
33560,2017-12-25,Jinnah in the eyes of his colleagues
33561,2017-12-25,In pictures: The enigmatic Mr Jinnah
33562,2017-12-25,"Kulbhushan Jadhav's wife, mother meet Indian spy in Islamabad"
33563,2017-12-25,Fawad Khan is first choice for Bollywood adaptation of this new novel
33564,2017-12-25,The wit and humour of the Quaid
33565,2017-12-25,The delay in Fata reforms shows government's lack of seriousness over the issue
33566,2017-12-25,"Editorial: Shahbaz's nomination as PML-N candidate for PM will serve the Sharif family, not democracy"
33567,2017-12-25,The Pakistani al-Qaeda
33568,2017-12-25,Special report: The Legacy of Mr Jinnah 1876-1948
33569,2017-12-25,PTI groups clash at Quaid day event
33570,2017-12-25,Hafiz Saeed opens MML office in NA-120
33571,2017-12-25,"Others offer mere buses and trees, PPP provides free healthcare, says Bilawal"
33572,2017-12-25,"Despite SHC order, over 9,000 Christian workers not paid for Christmas"
33573,2017-12-25,PSP holds big rally in Muttahida heartland
33574,2017-12-25,Rupee’s fall drives food prices higher
33575,2017-12-25,CPEC enters most crucial phase
33576,2017-12-25,What it means to use yuan in trade with China
